journal,value
Analysis and Metaphysics,0
Analysis and PDE,0
Analysis in Theory and Applications,0
Analysis Mathematica,0
Analytic Methods in Accident Research,0
Analytic Philosophy,0
Analytical Methods,0
Analytics,1
Anaquel de Estudios Arabes,0
Anarchist Studies,0
"ANAS Transactions, Earth Sciences",0
Anatolia,0
Anatolian Studies,0
Anatolica,0
Anatomy and Cell Biology,0
Ancient Asia,0
Ancient Civilizations from Scythia to Siberia,0
Ancient History Bulletin,0
Ancient Iran Series,0
Ancient Iranian Studies,0
Ancient Judaism and Early Christianity,0
Ancient Magic and Divination,0
Ancient Mesoamerica,0
Ancient Near Eastern Studies,0
Ancient Numismatic,0
Ancient Philosophy,0
Ancient Philosophy and Religion,0
Ancient Society,0
Andhra Pradesh Journal of Psychological Medicine,0
Angelaki - Journal of the Theoretical Humanities,0
Angles,0
Anglia,0
Anglica,0
Anglican-Episcopal Theology and History,0
Anglo-Saxon England,0
Aniki: Portuguese Journal of the Moving Image,0
Anil Aggrawal's Internet Journal of Forensic Medicine and Toxicology,0
Animal Biotelemetry,0
Animal Cognition,0
Animal Sentience,0
Animation,0
Ankara Medical Journal,0
Ankara Universitesi Ilahiyat Fakultesi Dergisi,0
An-Najah University Journal for Research - A (Natural Sciences),0
An-Najah University Journal for Research - B (Humanities),0
Annales Academiae Scientiarum Fennicae Mathematica,0
Annales Academiae Scientiarum Fennicae Mathematica Dissertationes,0
Annales de Bretagne et des Pays de l'Ouest,0
Annales de Demographie Historique,0
Annales de la Faculte de Droit d'Istanbul,0
Annales de l'Institut Fourier,0
Annales de l'institut Henri Poincare (B) Probability and Statistics,0
Annales de l'Institut Henri Poincare (C) Analyse Non Lineaire,0
"Annales de l'Institut Henri Poincare (D) Combinatorics, Physics and their Interactions",0
Annales des Telecommunications/Annals of Telecommunications,0
"Annales d'Universite 'Valahia' Targoviste, Section d'Archeologie et d'Histoire",0
Annales Fennici Mathematici,0
Annales Henri Lebesgue,0
Annales Henri Poincare,0
Annales Historiques de la Revolution Francaise,0
Annales Instituti Archaeologici,0
Annales Mathematicae et Informaticae,0
Annales Mathematicae Silesianae,0
Annales Mathematiques Blaise Pascal,0
Annales Mathematiques du Quebec,0
Annales Polonici Mathematici,0
Annales Scientifiques de l'Ecole Normale Superieure,0
Annales Universitates Paedagogicae Cracoviensis. Studia ad Didacticam Mathematicae Pertinentia,0
"Annales Universitatis Mariae Curie-Sklodowska, sectio A - Mathematica",0
Annales-Anali za Istrske in Mediteranske Studije - Series Historia et Sociologia,0
Annali della Scuola Normale Superiore di Pisa - Classe di Scienze,0
"Annali della Scuola Normale Superiore di Pisa, Classe di Lettere e Filosofia",0
Annali dell'Istituto Storico Itali-Germanico in Trento,0
Annali dell'Universita di Ferrara,0
Annali di Architettura,0
Annali di Ca Foscari Serie Orientale,0
Annali di Matematica Pura ed Applicata,0
Annali di Storia delle Universita Italiane,0
"Annals of ""Dunarea de Jos"" University of Galati, Fascicle XII, Welding Equipment and Technology",0
Annals of 3D Printed Medicine,0
Annals of Actuarial Science,0
Annals of Anthropological Practice,0
Annals of Applied Probability,0
Annals of Applied Sport Science,0
Annals of Applied Statistics,1
Annals of Arid Zone,0
Annals of Behavioral Medicine,0
Annals of Biomedical Engineering,0
Annals of Child Neurology,0
Annals of Clinical and Translational Neurology,0
Annals of Combinatorics,0
Annals of Computer Science and Intelligence Systems,1
Annals of Corporate Governance,0
Annals of Critical Care,0
Annals of Data Science,1
Annals of Dyslexia,0
Annals of Economics and Finance,0
Annals of Economics and Statistics,0
Annals of Emerging Technologies in Computing,0
Annals of Finance,0
Annals of Financial Economics,0
Annals of Functional Analysis,0
Annals of GIS,0
Annals of Global Analysis and Geometry,0
Annals of K-Theory,0
Annals of Leisure Research,0
Annals of LGBTQ Public and Population Health,0
Annals of Library and Information Studies,0
Annals of Mathematical Sciences and Applications,0
Annals of Mathematics,0
Annals of Mathematics and Artificial Intelligence,1
Annals of Mathematics Studies,0
Annals of Movement Disorders,0
Annals of Neurology,0
Annals of Neurosciences,0
Annals of Operations Research,1
Annals of PDE,0
Annals of Probability,0
Annals of Psychology,1
Annals of Public and Cooperative Economics,0
Annals of Pure and Applied Logic,0
Annals of Regional Science,0
Annals of Solid and Structural Mechanics,0
Annals of Statistics,1
Annals of the Academy of Romanian Scientists: Series on Mathematics and its Applications,0
Annals of the American Academy of Political and Social Science,0
Annals of the American Association of Geographers,0
Annals of the Association of American Geographers,0
Annals of the Institute of Statistical Mathematics,1
Annals of the International Communication Association,1
Annals of the International Institute of Sociology,0
Annals of the International Society of Dynamic Games,0
Annals of the Naprstek Museum,0
Annals of the New York Academy of Sciences,0
Annals of the Polish Association of Agricultural and Agribusiness Economists,0
"Annals of the University Dunarea de Jos of Galati, Fascicle VI: Food Technology",0
"Annals of the University of Craiova, Mathematics and Computer Science Series",0
Annals of Thyroid,0
Annals of Tourism Research,0
Annals of Tourism Research Empirical Insights,0
Annotated Legal Documents on Islam in Europe,0
Annuaire Roumain d'Anthropologie,0
"Annual Conference of the International Group for Lean Construction, IGLC",0
"Annual Conference on Wireless On-demand Network Systems and Services, WONS",0
Annual Conference Report - International Textile Manufacturers Federation,0
Annual Forum Proceedings - AHS International,0
Annual of Language and Politics and Politics of Identity,0
"Annual of Sofia University ""St. Kliment Ohridski"" Faculty of Mathematics and Informatics",0
Annual of the British School at Athens,0
Annual Reports in Computational Chemistry,0
Annual Review of Anthropology,0
Annual Review of Applied Linguistics,0
Annual Review of Biomedical Data Science,1
Annual Review of Biomedical Engineering,0
Annual Review of Clinical Psychology,0
"Annual Review of Control, Robotics, and Autonomous Systems",1
Annual Review of Criminology,0
Annual Review of CyberTherapy and Telemedicine,1
Annual Review of Economics,0
Annual Review of Financial Economics,0
Annual Review of Gerontology and Geriatrics,0
Annual Review of Heat Transfer,0
Annual Review of Information Science and Technology,1
Annual Review of Law and Social Science,0
Annual Review of Linguistics,0
Annual Review of Neuroscience,0
Annual Review of Organizational Psychology and Organizational Behavior,1
Annual Review of Political Science,0
Annual Review of Psychology,1
Annual Review of Resource Economics,0
Annual Review of Sociology,0
Annual Review of Statistics and Its Application,1
Annual Review of the Sociology of Religion,0
Annual Reviews in Control,1
"Annual Symposium of the Antenna Measurement Techniques Association, AMTA",0
Annuario della Scuola di Archeologica Italiana di Atene e delle missioni italiane in Oriente,0
ANQ - Quarterly Journal of Short Articles Notes and Reviews,0
Anselm Studies and Texts,0
Ansiedad y Estres,0
Anthropocene Coasts,0
Anthropologica,0
Anthropologica et Praehistorica,0
Anthropological Forum,0
Anthropological Journal of European Cultures,0
Anthropological Linguistics,0
Anthropological Notebooks,0
Anthropological Papers of the American Museum of Natural History,0
Anthropological Quarterly,0
Anthropological Researches and Studies,0
Anthropological Review,0
Anthropological Science,0
Anthropological Theory,0
Anthropologie (Czech Republic),0
Anthropologischer Anzeiger,0
Anthropologist,0
Anthropology and Aging,0
Anthropology and Archeology of Eurasia,0
Anthropology and Education Quarterly,0
Anthropology and Humanism,0
Anthropology and Medicine,0
Anthropology in Action,0
Anthropology of Consciousness,0
Anthropology of the Middle East,0
Anthropology of Work Review,0
Anthropology Southern Africa,0
Anthropology Today,0
Anthropos,0
Anthropozoologica,0
Anthrozoos,0
Antichnaya Drevnost' i Srednie Veka,0
Antichthon,0
Anticipation Science,0
Anti-colonial Educational Perspectives for Transformative Change,0
Antigonish Review,0
Antiguedad y Cristianismo,0
Antiguo Oriente,0
Antike Kunst,0
Antioch Review,0
Antipode,0
Antiquaries Journal,0
Antiquitates Mathematicae,0
Antiquite Tardive,0
Antiquity,0
Antiqvorvm Philosophia,0
Anti-Trafficking Review,0
Antitrust Bulletin,0
Antitrust Law Journal,0
Antropologicheskij Forum,0
Anuar de Lingvistica si Istorie Literara,0
Anuario de Estudios Atlanticos,0
Anuario de Estudios Medievales,0
Anuario de la Facultad de Derecho. Universidad de Extremadura,0
Anuario Electronico de Estudios en Comunicacion Social Disertaciones,0
Anuario Espanol de derecho Internacional,0
Anuario Filosofico,0
Anuario Mexicano de Derecho Internacional,0
Anuario Musical,0
"Anxiety, Stress and Coping",0
ANZIAM Journal,0
AP Arqueologia Publica,0
APA Planning Advisory Service Reports,0
Apeiron,0
Aperture,0
Aphasiology,0
APL Bioengineering,0
APL Materials,0
APL Photonics,0
Apocrypha,0
Apollo,0
Appalachian Journal,0
Apparel,0
Apparel Strategist,0
Appetite,0
Appita Journal,0
Appita TIME Magazine,0
"Applicable Algebra in Engineering, Communications and Computing",0
Applicable Analysis,0
Applicable Analysis and Discrete Mathematics,0
Applicationes Mathematicae,0
Applications in Engineering Science,0
Applications of Management Science,0
Applications of Mathematics,0
Applications of Modelling and Simulation,0
Applied AI Letters,1
Applied and Computational Harmonic Analysis,0
Applied and Computational Mathematics,0
Applied and Computational Mechanics,0
Applied and Numerical Harmonic Analysis,0
Applied and Preventive Psychology,0
Applied Artificial Intelligence,1
Applied Bionics and Biomechanics,0
Applied Categorical Structures,0
Applied Clinical Informatics,1
Applied Cognitive Psychology,1
Applied Computational Electromagnetics Society Journal,0
Applied Computational Electromagnetics Society Newsletter,0
Applied Computational Intelligence and Soft Computing,1
Applied Computer Science,1
Applied Computing and Geosciences,0
Applied Computing and Informatics,1
Applied Condition Monitoring,0
Applied Corpus Linguistics,0
Applied Cybersecurity and Internet Governance,0
Applied Developmental Science,0
Applied Econometrics and International Development,0
Applied Economic Analysis,0
Applied Economic Perspectives and Policy,0
Applied Economics,0
Applied Economics Letters,0
Applied Economics Quarterly,0
Applied Energy,0
Applied Engineering in Agriculture,0
Applied Engineering Letters,0
Applied Environmental Education and Communication,0
Applied Ergonomics,0
Applied Financial Economics,0
Applied General Topology,0
Applied Geography,0
Applied Geomatics,0
Applied GIS,0
Applied Health Economics and Health Policy,0
Applied Intelligence,1
Applied Linguistics,0
Applied Linguistics Review,0
Applied Marketing Analytics,1
Applied Mathematical Finance,0
Applied Mathematical Modelling,0
Applied Mathematical Sciences,0
Applied Mathematical Sciences (Switzerland),0
Applied Mathematics,0
Applied Mathematics and Computation,0
Applied Mathematics and Information Sciences,0
Applied Mathematics and Mechanics (English Edition),0
Applied Mathematics and Nonlinear Sciences,0
Applied Mathematics and Optimization,0
Applied Mathematics E - Notes,0
Applied Mathematics in Science and Engineering,0
Applied Mathematics Letters,0
Applied Mathematics Research eXpress,0
Applied Measurement in Education,0
Applied Mechanics,0
Applied Mechanics and Materials,0
Applied Mechanics Reviews,0
Applied Medical Informatics,1
Applied Mobilities,0
Applied Nanoscience (Switzerland),0
Applied Network Science,1
Applied Neuropsychology,0
Applied Neuropsychology: Adult,0
Applied Neuropsychology: Child,0
Applied Numerical Mathematics,0
Applied Ocean Research,0
Applied Ontology,1
Applied Optics,0
Applied Physics Express,0
Applied Pragmatics,0
Applied Psychological Measurement,0
Applied Psychology,0
Applied Psychology: Health and Well-Being,0
Applied Psychophysiology Biofeedback,0
Applied Research in Quality of Life,0
Applied Research on English Language,0
Applied Science and Convergence Technology,0
Applied Science and Engineering Progress,0
Applied Sciences,0
Applied Sciences (Switzerland),0
Applied Set-Valued Analysis and Optimization,0
Applied Soft Computing,1
Applied Spatial Analysis and Policy,0
Applied Stochastic Models in Business and Industry,1
Applied System Innovation,0
Applied Theatre Research,0
Applied Thermal Engineering,0
AppliedMath,0
"Approaches to Global Sustainability, Markets, and Governance",0
Approaches to Translation Studies,0
Approaching Religion,0
Appropriate Technology,0
APSIPA Transactions on Signal and Information Processing,0
APTISI Transactions on Technopreneurship,0
Apuntes,0
Apuntes del Cenes,0
"Aqua Water Infrastructure, Ecosystems and Society",0
Aquaculture Economics and Management,0
Aquatic Sciences and Engineering,0
Arab Gulf Journal of Scientific Research,0
Arab Journal of Basic and Applied Sciences,0
Arab Journal of Forensic Sciences and Forensic Medicine,0
Arab Journal of Mathematical Sciences,0
Arab Law Quarterly,0
Arab Media and Society,0
Arab Studies Quarterly,0
