journal,label
Nonlinear Analysis: Hybrid Systems,0
Nonlinear Analysis: Modelling and Control,0
Nonlinear Analysis: Real World Applications,0
Nonlinear Biomedical Physics,0
Nonlinear Differential Equations and Applications,0
Nonlinear Dynamics,0
Nonlinear Dynamics and Systems Theory,0
"Nonlinear Dynamics, Psychology, and Life Sciences",0
Nonlinear Engineering,0
Nonlinear Functional Analysis and Applications,0
Nonlinear Optics Quantum Optics,0
Nonlinear Oscillations,0
Nonlinear Phenomena in Complex Systems,0
Nonlinear Physical Science,0
Nonlinear Science Letters D: Conference Series,0
Nonlinear Studies,0
Nonlinearity,0
Nonprofit and Voluntary Sector Quarterly,0
Nonprofit Management and Leadership,0
Nonprofit Policy Forum,0
Nonproliferation Review,0
Nonwovens Industry,0
NORA - Nordic Journal of Feminist and Gender Research,0
Norba. Revista de Arte,0
Nordia Geographical Publications,0
Nordic Journal of Aesthetics,0
Nordic Journal of African Studies,0
Nordic Journal of Architectural Research,0
Nordic Journal of Comparative and International Education,0
Nordic Journal of Criminology,0
Nordic Journal of Digital Literacy,0
Nordic Journal of Human Rights,0
Nordic Journal of International Law,0
Nordic Journal of Linguistics,0
Nordic Journal of Media Studies,0
Nordic Journal of Migration Research,0
Nordic Journal of Music Therapy,0
Nordic Journal of Religion and Society,0
Nordic Journal of Social Research,0
Nordic Journal of Studies in Educational Policy,0
Nordic Journal of Studies in Policing,0
Nordic Journal of Working Life Studies,0
Nordic Social Work Research,0
Nordic Studies in Education,0
Nordic Studies in Science Education,0
Nordic Theatre Studies,0
Nordic Welfare Research,0
Nordic Wittgenstein Review,0
Nordicom Review,0
Nordisk Judaistik,0
NORMA,0
Noropsikiyatri Arsivi,0
Norsk Geografisk Tidsskrift,0
Norteamerica,0
North American Actuarial Journal,0
North American Archaeologist,0
North American Journal of Economics and Finance,0
North American Journal of Psychology,0
North American Review,0
North Korean Review,0
Northeast African Studies,0
Northeast Journal of Complex Systems,0
Northern History,0
Northern Lights,0
Northern Mariner,0
Northern Scotland,0
Northern World,0
North-Western European Journal of Mathematics,0
Northwestern Journal of International Law and Business,0
Northwestern University Law Review,0
Norwegian Archaeological Review,0
Norwegian-American Studies,0
Notas Economicas,0
Note di Matematica,0
Notebooks: The Journal for Studies on Power,0
Notes,0
Notes and Queries,0
Notes and Records,0
Notes on Intuitionistic Fuzzy Sets,0
Notices of the American Mathematical Society,0
Notizie di Politeia,0
Notre Dame Journal of Formal Logic,0
Notre Dame Law Review,0
Nottingham French Studies,0
Nottingham Medieval Studies,0
Nottingham Studies on Human Rights,0
Nous,0
Nous-Supplement: Philosophical Perspectives,0
Nova Economia,0
Nova Mehanizacija Sumarstva,0
Nova Religio,0
Novaya i Novejshaya Istoriya,0
Novel,0
Novi Sad Journal of Mathematics,0
Novitas-ROYAL,0
Novoe Literaturnoe Obozrenie,0
Novos Estudos CEBRAP,0
Novos Estudos Juridicos,0
Novum Testamentum,0
"Novum Testamentum, Supplements",0
NOWELE,0
NPG Asia Materials,0
npj 2D Materials and Applications,0
npj Computational Materials,0
npj Digital Medicine,0
npj Flexible Electronics,0
npj Heritage Science,0
npj Parkinson's Disease,0
npj Quantum Information,0
npj Regenerative Medicine,0
npj Science of Learning,0
npj Systems Biology and Applications,0
npj Urban Sustainability,0
Nsukka Journal of the Humanities,0
"NTM International Journal of History and Ethics of Natural Sciences, Technology and Medicine",0
NTT Journal for Theology and the Study of Religion,0
NTT Technical Review,0
NTUT Journal of Intellectual Property Law and Management,0
Nuclear and Radiation Safety,0
Nuclear Engineering and Design,0
Nuclear Engineering International,0
Nuclear Future,0
Nuclear Plant Journal,0
Nuclear Technology and Radiation Protection,0
Nuevo Derecho,0
Nukleonika,0
Numanities - Arts and Humanities in Progress,0
Numen,0
Numen Book Series,0
Numeracy,0
"Numerical Algebra, Control and Optimization",0
Numerical Algorithms,0
Numerical Analysis and Applications,0
Numerical Functional Analysis and Optimization,0
"Numerical Heat Transfer, Part B: Fundamentals",0
Numerical Heat Transfer; Part A: Applications,0
Numerical Linear Algebra with Applications,0
Numerical Mathematics,0
Numerical Methods for Partial Differential Equations,0
Numerische Mathematik,0
Numismatic Chronicle,0
Nuncius Series,0
Nuova Antologia Militare,0
Nuova Rivista Musicale Italiana,0
Nurani,0
Nurse Education in Practice,0
Nurse Education Today,0
Nurse Educator,0
Nursing Education Perspectives,0
Nursing Management,0
Nurture,0
Nutritional Neuroscience,0
NWIG New West Indian Guide,0
Nyame Akuma,0
OAH Magazine of History,0
Oase,0
Obesities,0
Obesity Facts,0
OBETS,0
OBM Neurobiology,0
Obrabotka Metallov,0
Obradoiro de Historia Moderna,0
Obrazovanie i Nauka,0
Observational Studies,0
Observatorio,0
Obtaining Evidence Abroad in Criminal Cases,0
Occasional Papers on Religion in Eastern Europe,0
Occhiali - Rivista sul Mediterraneo Islamico,0
Occupational Health and Safety,0
Occupational Therapy in Mental Health,0
Ocean Development and International Law,0
Ocean Engineering,0
Ocean Modelling,0
Ocean Systems Engineering,0
Ocean Yearbook Online,0
Oceania,0
Oceanic Linguistics,0
Oceanide,0
Oceanologia,0
Ochrona Zabytkow,0
OCLC Systems and Services,0
October,0
Odesa Medical Journal,0
OECD Journal: Economic Studies,0
OECD Journal: Journal of Business Cycle Measurement and Analysis,0
Oeconomia Copernicana,0
Offshore,0
Offshore Engineering,0
Ogigia,0
OIDA International Journal of Sustainable Development,0
Oilfield Review,0
Olba,0
Old Testament Essays,0
Omega (United Kingdom),0
On (De)Coloniality: Curriculum Within and Beyond the West,0
On the Boundary of Two Worlds,0
On the Horizon,0
Onati Socio-Legal Series,0
Onco.News,0
Oncology Issues,0
One World Archaeology,0
Online Information Review,0
Online Journal Modelling the New Europe,0
Online Journal of Analytic Combinatorics,0
Online Journal of Communication and Media Technologies,0
Online Learning Journal,0
Online Media and Global Communication,0
Online Searcher,0
Online Social Networks and Media,0
Onoma,0
Onomastica desde America Latina,0
Onomazein,0
Ontario Health Technology Assessment Series,0
OPEC Bulletin,0
OPEC Energy Review,0
Open Applied Mathematics Journal,0
Open Archaeology,0
Open Automation and Control Systems Journal,0
Open Bioinformatics Journal,0
Open Biology,0
Open Biomedical Engineering Journal,0
Open Biotechnology Journal,0
Open Civil Engineering Journal,0
Open Communication Journal,0
Open Communications in Nonlinear Mathematical Physics,0
Open Computer Science,0
Open Construction and Building Technology Journal,0
Open Cultural Studies,0
Open Cybernetics and Systemics Journal,0
Open Economies Review,0
Open Learning,1
Open Praxis,1
Operational Research,1
Operational Research in Engineering Sciences: Theory and Applications,1
Operations and Supply Chain Management,1
Operations Management Education Review,1
Operations Management Research,0
Operations Research,1
Operations Research and Decisions,1
Operations Research for Health Care,1
Operations Research Forum,1
Operations Research Letters,1
Operations Research Perspectives,1
Operations Research/ Computer Science Interfaces Series,1
Operator Theory: Advances and Applications,0
Operators and Matrices,0
Ophiussa,0
Ophthalmic and Physiological Optics,0
Ophthalmic Research,0
Ophthalmologica,0
Opinion Juridica,0
OPSEARCH,1
Optica Pura y Aplicada,0
Optical and Quantum Electronics,0
Optical Engineering,0
Optical Fiber Technology,0
Optical Materials,0
Optical Materials: X,0
Optical Memory and Neural Networks (Information Optics),0
Optical Switching and Networking,0
Optics and Laser Technology,0
Optics and Lasers in Engineering,0
Optics and Photonics News,0
Optics Communications,0
Optics Continuum,0
Optik,0
Optimal Control Applications and Methods,0
Optimization,1
Optimization and Engineering,1
Optimization Letters,1
Optimization Methods and Software,1
Opto-Electronic Advances,0
"Optoelectronics and Advanced Materials, Rapid Communications",0
"Opto-Electronics and Communications Conference, OECC",0
Optoelectronics Letters,0
Opto-Electronics Review,0
"Optoelectronics, Instrumentation and Data Processing",0
Opuscula,0
Opuscula Mathematica,0
Oral History Review,0
Orbis,0
Orbis Idearum,0
Orbis Litterarum,0
Orbis Scholae,0
Orbit: A Journal of American Literature,0
Order,0
Ordines Militares,0
Oregon Historical Quarterly,0
Organic Electronics,0
Organisational and Social Dynamics,0
Organised Sound,0
Organizacija,0
Organization,0
Organization and Environment,0
Organization Development Journal,0
Organization Management Journal,0
Organization Science,0
Organization Studies,0
Organization Theory,0
"Organization, Technology and Management in Construction",0
Organizational Behavior and Human Decision Processes,1
Organizational Behaviour in Healthcare,1
Organizational Cultures,0
Organizational Dynamics,0
Organizational Psychology Review,0
Organizational Research Methods,0
Organizations and Markets in Emerging Economies,0
Organizing for Sustainable Effectiveness,0
Organogenesis,0
Organoids,0
Organon F,0
Oriens,0
Oriental Anthropologist,0
Oriental Art,0
Orientalia Christiana Periodica,0
Oriente Moderno,0
Origini,0
Orizzonti,0
OSA Continuum,0
Osaka Journal of Mathematics,0
Osgoode Hall Law Journal,0
Osiris,0
Oslo Law Review,0
Osmanli Arastirmalari - Journal of Ottoman Studies,0
Osmanli Bilimi Arastirmalari,0
Osmanli Medeniyeti Arastirmalari Dergisi,0
Osmanli Mirasi Arastirmalari Dergisi,0
Osservatorio del Diritto Civile e Commerciale,0
Osteoarthritis and Cartilage,0
Osteoarthritis and Cartilage Open,0
Osterreichische Zeitschrift fur Politikwissenschaft,0
Osterreichische Zeitschrift fur Soziologie,0
Osterreichisches Religionspadagogisches Forum,0
Ostkirchliche Studien,0
Ostrava Journal of English Philology,0
Otology and Neurotology,0
Ottoman Empire and its Heritage,0
Oud Holland,0
"Oudtestamentische Studien, Old Testament Studies",0
Outstanding Contributions to Logic,0
Overland,0
Oxford Art Journal,0
Oxford Bulletin of Economics and Statistics,0
Oxford Development Studies,0
Oxford Economic Papers,0
Oxford German Studies,0
Oxford Journal of Archaeology,0
Oxford Journal of Law and Religion,0
Oxford Journal of Legal Studies,0
Oxford Literary Review,0
Oxford Review of Economic Policy,0
Oxford Review of Education,0
Oxford Studies in Ancient Philosophy,0
Oxford University Commonwealth Law Journal,0
Pacific Accounting Review,0
Pacific Affairs,0
Pacific Asia Journal of the Association for Information Systems,1
Pacific Basin Finance Journal,0
Pacific Coast Philology,0
Pacific Economic Bulletin,0
Pacific Economic Review,0
Pacific Focus,0
Pacific Historical Review,0
Pacific Journal of Mathematics,0
Pacific Journal of Optimization,0
Pacific Journalism Review,0
Pacific Northwest Quarterly,0
Pacific Philosophical Quarterly,0
Pacific Review,0
Pacific Rim Property Research Journal,0
Pacific Symposium on Biocomputing,0
Package Printing,0
Packaging Digest,0
Packaging News,0
Packaging Technology and Science,0
"Packaging, Transport, Storage and Security of Radioactive Material",0
"P-Adic Numbers, Ultrametric Analysis, and Applications",0
Padjadjaran Jurnal Ilmu Hukum,0
Paedagogica Historica,0
Paideuma,0
Pain,0
Pain Research and Management,0
Paint and Coatings Industry,0
PAJ - Journal of Performance and Art,0
Pakistan Development Review,0
Pakistan Journal of Commerce and Social Sciences,0
Pakistan Journal of Criminology,0
Pakistan Journal of Engineering and Applied Sciences,0
Pakistan Journal of Information Management and Libraries,0
Pakistan Journal of Library and Information Science,0
Pakistan Journal of Life and Social Sciences,0
Pakistan Journal of Psychological Research,0
Pakistan Journal of Scientific and Industrial Research Series A: Physical Sciences,0
Pakistan Journal of Statistics,0
Pakistan Journal of Statistics and Operation Research,1
Pakistan Textile Journal,0
Palabra Clave,0
Palabra Clave (La Plata),0
Paladyn,1
Palaeohistoria,0
PalArch's Journal of Archaeology of Egypt/ Egyptology,0
PalArch's Journal of Vertebrate Palaeontology,0
PaleoAmerica,0
Palestine Exploration Quarterly,0
Palestine Journal of Mathematics,0
Palestine Yearbook of International Law,0
Palgrave Advances in Luxury,0
Palgrave Close Readings in Film and Television,0
Palgrave Communications,0
Palgrave Critical University Studies,0
Palgrave European Film and Media Studies,0
Palgrave Gothic,0
Palgrave Macmillan Animal Ethics Series,0
Palgrave Macmillan Asian Business Series,0
Palgrave Macmillan Memory Studies,0
Palgrave Macmillan Series in Global Public Diplomacy,0
Palgrave Macmillan Series in International Political Communication,0
Palgrave Macmillan Studies in Family and Intimate Life,0
Palgrave Macmillan Transnational History Series,0
Palgrave Series in Asia and Pacific Studies,0
Palgrave Series in Asian German Studies,0
Palgrave Series in Indian Ocean World Studies,0
Palgrave Shakespeare Studies,0
Palgrave Socio-Legal Studies,0
Palgrave Studies in (Re)Presenting Gender,0
Palgrave Studies in Adaptation and Visual Culture,0
Palgrave Studies in Adult Education and Lifelong Learning,0
Palgrave Studies in Affect Theory and Literary Criticism,0
Palgrave Studies in Animals and Literature,0
Palgrave Studies in Audio-Visual Culture,0
Palgrave Studies in Comics and Graphic Novels,0
Palgrave Studies in Communication for Social Change,0
Palgrave Studies in Creativity and Culture,0
"Palgrave Studies in Cross-Disciplinary Business Research, In Association with EuroMed Academy of Business",0
Palgrave Studies in Cultural Heritage and Conflict,0
"Palgrave Studies in Democracy, Innovation and Entrepreneurship for Growth",0
Palgrave Studies in Digital Business and Enabling Technologies,1
Palgrave Studies in Digital Inequalities,0
Palgrave Studies in Education Research Methods,0
Palgrave Studies in Educational Media,0
Palgrave Studies in European Union Politics,0
Palgrave Studies in Gender and Education,0
Palgrave Studies in Global Higher Education,0
"Palgrave Studies in Governance, Leadership and Responsibility",0
Palgrave Studies in International Relations,0
Palgrave Studies in Life Writing,0
"Palgrave Studies in Literature, Science and Medicine",0
Palgrave Studies in Media and Environmental Communication,0
Palgrave Studies in Modern European Literature,0
Palgrave Studies in Music and Literature,0
Palgrave Studies in Nineteenth-Century Writing and Culture,0
Palgrave Studies in Oral History,0
Palgrave Studies in Political Leadership,0
Palgrave Studies in Practice: Global Fashion Brand Management,0
Palgrave Studies in Prisons and Penology,0
Palgrave Studies in Science and Popular Culture,0
