Sourcerecord ID,Source Title,ISSN,EISSN,Active or Inactive,Coverage,Titles Discontinued by Scopus Due to Quality Issues,Article Language in Source (Three-Letter ISO Language Codes),Medline-sourced Title? (See additional details under separate tab.),Open Access Status,Articles in Press Included?,Added to List Jul. 2025,Source Type,Title History Indication,Related Title 1,Other Related Title 2,Other Related Title 3,Other Related Title 4,Publisher,Publisher Imprints Grouped to Main Publisher,All Science Journal Classification Codes (ASJC),"Top level:

Life Sciences","Top level:

Social Sciences","Top level:

Physical Sciences","Top level:

Health Sciences","1000 
General","1100
Agricultural and Biological Sciences","1200
Arts and Humanities","1300
Biochemistry, Genetics and Molecular Biology","1400
Business, Management and Accounting","1500
Chemical Engineering","1600
Chemistry","1700
Computer Science","1800
Decision Sciences","1900
Earth and Planetary Sciences","2000
Economics, Econometrics and Finance","2100
Energy","2200
Engineering","2300
Environmental Science","2400
Immunology and Microbiology","2500
Materials Science","2600
Mathematics","2700
Medicine","2800
Neuroscience","2900
Nursing","3000
Pharmacology, Toxicology and Pharmaceutics","3100
Physics and Astronomy","3200
Psychology","3300
Social Sciences","3400
Veterinary","3500
Dentistry","3600
Health Professions"
21101067745,Sport i Turystyka,25453211,26574322,Active,2018-2025,,ENG; POL,,Unpaywall Open Access,,,Journal,,,,,,Jan Dlugosz University Publishing House,Jan Dlugosz University Publishing House,1409; 1202; 3612,,Social Sciences,,Health Sciences,,,Arts and Humanities ,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,Health Professions 
12100156147,Sport in History,17460263,17460271,Active,2003-2025,,ENG,,,Articles in Press,,Journal,Formerly known as,Sports Historian,,,,Routledge,Taylor & Francis,1202; 3612,,Social Sciences,,Health Sciences,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,Health Professions 
1200147101,Sport in Society,17430437,17430445,Active,2005-2025,,ENG,,,Articles in Press,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,3316,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100791289,Sport Management Education Journal,19386974,21632367,Active,2016-2025,,ENG,,,,,Journal,,,,,,Human Kinetics Publishers Inc.,Human Kinetics Publishers Inc.,1408; 1409; 3304,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
12100156754,Sport Management Review,14413523,,Active,1998-2025,,ENG,,,Articles in Press,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,1406; 1803; 1407; 1408; 1409; 1403,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,,,,,,,,,,,,,,,,,
21100827834,Sport Marketing Quarterly,10616934,15572528,Inactive,2020-2021; 2017-2018,,ENG,,,,,Journal,,,,,,Fitness Information Technology,Fitness Information Technology,1409; 1408; 1406,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
15281,Sport Psychologist,08884781,15432793,Active,1996-2025,,ENG,,,,,Journal,,,,,,Human Kinetics Publishers Inc.,Human Kinetics Publishers Inc.,3202,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,,,,
21101036620,Sport und Gesellschaft,16103181,23660465,Active,2004-2025,,ENG; GER,,,Articles in Press,,Journal,,,,,,De Gruyter Oldenbourg,Walter de Gruyter,1211; 3301; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100446515,"Sport, Business and Management: An International Journal",2042678X,20426798,Active,2011-2025,,ENG,,,Articles in Press,,Journal,,,,,,Emerald Group Publishing Ltd.,Emerald Publishing,1406; 1408; 1409; 1403,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
20934,"Sport, Education and Society",13573322,14701243,Active,1996-2025,,ENG,,,Articles in Press,,Journal,,,,,,Routledge,Taylor & Francis,3304; 3612; 2732,,Social Sciences,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,Social Sciences ,,,Health Professions 
12100156093,"Sport, Ethics and Philosophy",17511321,1751133X,Active,2007-2025,,ENG,,,Articles in Press,,Journal,,,,,,Routledge,Taylor & Francis,1211; 3612,,Social Sciences,,Health Sciences,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,Health Professions 
21100413715,"Sport, Exercise, and Performance Psychology",21573905,21573913,Active,2013-2025,,ENG,,,Articles in Press,,Journal,,,,,,American Psychological Association,American Psychological Association,3202; 3612; 3207,,Social Sciences,,Health Sciences,,,,,,,,,,,,,,,,,,,,,,,Psychology ,,,,Health Professions 
21101128329,Sporting Traditions,08132577,,Active,2019-2025,,ENG,,,,,Journal,,,,,,Australian Society for Sports History,Australian Society for Sports History,3301; 1202; 3306,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100975562,Sports Coaching Review,21640629,21640637,Active,2012-2025,,ENG,,,Articles in Press,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,1409; 3301; 1403,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
17400154821,Sports Engineering,13697072,14602687,Active,2009-2025,,ENG,,,,,Journal,,,,,,Springer Nature,Springer Nature,2210; 2211; 3612; 2732; 2611; 2204,,,Physical Sciences,Health Sciences,,,,,,,,,,,,,Engineering ,,,,Mathematics ,Medicine ,,,,,,,,,Health Professions 
19715,Sports Medicine Standards and Malpractice Reporter,1041696X,,Inactive,2002-2011,,ENG,,,,,Journal,,,,,,"PRC Publishing, Inc.","PRC Publishing, Inc.",3308; 3612; 2732,,Social Sciences,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,Social Sciences ,,,Health Professions 
21100286464,Sports Technology,19346182,19346190,Inactive,2010-2015; 2008,,ENG,,,,,Journal,,,,,,Taylor and Francis Ltd.,Taylor & Francis,2201; 3612; 2732; 3307,,Social Sciences,Physical Sciences,Health Sciences,,,,,,,,,,,,,Engineering ,,,,,Medicine ,,,,,,Social Sciences ,,,Health Professions 
21100818506,Sprawozdania Archeologiczne,00813834,,Active,2016-2024,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Instytut Archeologii i Etnologii,Instytut Archeologii i Etnologii,3302; 1204,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101039061,Springer Aerospace Technology,18691730,18691749,Active,2015-2025; 2011-2013; 2009,,ENG,,,,,Book Series,,,,,,Springer Nature,Springer Nature,2202,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
21101184498,Springer Briefs in Education,22111921,2211193X,Active,2020-2025; 2016-2018; 2014; 2011-2012,,ENG,,,,,Book Series,,,,,,Springer,Springer Nature,3304; 3301,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100874742,Springer Geography,2194315X,21943168,Active,2012-2025,,ENG,,,,,Book Series,,,,,,Springer Nature,Springer Nature,1901; 2309; 3322; 3305,,Social Sciences,Physical Sciences,,,,,,,,,,,Earth and Planetary Sciences ,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
21100828128,Springer INdAM Series,2281518X,22815198,Active,2013-2025,,ENG,,,,,Book Series,,,,,,Springer International Publishing AG,Springer Nature,2600,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
21101188712,Springer International Handbooks of Education,21971951,2197196X,Active,2017-2025; 2011-2015; 2007-2009,,ENG,,,,,Book Series,,,,,,Springer International Publishing,Springer Nature,3301; 3304,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100222930,Springer Monographs in Mathematics,14397382,,Active,2011-2025,,ENG,,,,,Book Series,,,,,,Springer Science + Business Media,Springer Nature,2600,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
21100466455,Springer Optimization and Its Applications,19316828,19316836,Active,2006-2025,,ENG,,,,,Book Series,,,,,,Springer International Publishing AG,Springer Nature,2606,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
21101047137,Springer Proceedings in Advanced Robotics,25111256,25111264,Active,2017-2025,,ENG,,,,,Book Series,,,,,,Springer Nature,Springer Nature,2208; 2201; 2207; 2604; 2210; 1706; 1702,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,,Mathematics ,,,,,,,,,,
21100873452,Springer Proceedings in Complexity,22138684,22138692,Active,2013-2025,,ENG,,,,,Book Series,,,,,,Springer Science and Business Media B.V.,Springer Nature,2604; 1706; 2611,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,Mathematics ,,,,,,,,,,
21100255398,Springer Proceedings in Mathematics and Statistics,21941009,21941017,Active,2012-2025,,ENG,,,,,Book Series,,,,,,Springer,Springer Nature,2600,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
21101144496,Springer Series in Advanced Manufacturing,18605168,21961735,Active,2007-2025,,ENG,,,,,Book Series,,,,,,Springer Nature,Springer Nature,2209,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
21100216998,Springer Series in Advanced Microelectronics,14370387,21976643,Active,2024-2025; 2020-2021; 2010-2018; 2005-2007,,ENG,,,,,Book Series,,,,,,Springer,Springer Nature,2208,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
21101024416,Springer Series in Biomaterials Science and Engineering,21950644,21950652,Active,2021-2024; 2018-2019; 2016; 2013,,ENG,,,,,Book Series,,,,,,Springer Singapore,Springer Nature,2204; 2502,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,Materials Science ,,,,,,,,,,,
21101089990,Springer Series in Design and Innovation,26618184,26618192,Active,2020-2025,,ENG,,,,,Book Series,,,,,,Springer Nature,Springer Nature,1405; 3322; 3301; 3315,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100216303,Springer Series in Geomechanics and Geoengineering,18668755,18668763,Active,2017-2025; 2013-2015; 2010-2011; 2008,,ENG,,,,,Book Series,,,,,,Springer Verlag,Springer Nature,2211; 1909,,,Physical Sciences,,,,,,,,,,,Earth and Planetary Sciences ,,,Engineering ,,,,,,,,,,,,,,
21101032632,Springer Series in Operations Research and Financial Engineering,14318598,21971773,Active,2016-2025; 2009-2014; 2005-2007,,ENG,,,,,Book Series,,,,,,Springer International Publishing,Springer Nature,1802; 2605; 1703; 1803; 2606,,Social Sciences,Physical Sciences,,,,,,,,,Computer Science ,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
21100431907,Springer Series in Reliability Engineering,16147839,2196999X,Active,2015-2025; 2005-2013,,ENG,,,,,Book Series,,,,,,Springer Science + Business Media,Springer Nature,2213,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
21101065164,Springer Series in Supply Chain Management,23656395,23656409,Active,2019-2025; 2015-2017,,ENG,,,,,Book Series,,,,,,Springer Nature,Springer Nature,1405; 2606; 1803,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
21100913587,Springer Series on Cultural Computing,21959056,21959064,Active,2022-2025; 2013-2020,,ENG,,,,,Book Series,,,,,,Springer International Publishing AG,Springer Nature,1706; 1709,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,,,,,
21101081617,Springer Series on Demographic Methods and Population Analysis,18772560,22151990,Active,2025; 2022-2023; 2016-2020; 2006-2014,,ENG,,,,,Book Series,,,,,,Springer Science and Business Media B.V.,Springer Nature,3317,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101038697,Springer Topics in Signal Processing,18662609,18662617,Active,2024; 2022; 2017-2019; 2013-2015; 2008-2011,,ENG,,,,,Book Series,,,,,,Springer Science and Business Media B.V.,Springer Nature,2208; 1705; 1711,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,,,,,,,,,,,,
21101242560,Springer Tracts in Additive Manufacturing,27309576,27309584,Active,2021-2025,,ENG,,,,,Book Series,,,,,,Springer Nature,Springer Nature,2210; 2209,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
4900152703,Springer Tracts in Advanced Robotics,16107438,1610742X,Active,2004-2025,,ENG,,,,,Book Series,,,,,,Springer Verlag,Springer Nature,1702; 2208,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,,,,,,,,,,,,
21100892666,Springer Tracts in Civil Engineering,2366259X,23662603,Active,2016-2025,,ENG,,,,,Book Series,,,,,,Springer International Publishing AG,Springer Nature,2205,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
21100826771,Springer Tracts in Mechanical Engineering,21959862,21959870,Active,2014-2025,,ENG,,,,,Book Series,,,,,,Springer International Publishing AG,Springer Nature,2209; 1507; 2210; 2202; 3105; 2203; 2205; 2207,,,Physical Sciences,,,,,,,Chemical Engineering ,,,,,,,Engineering ,,,,,,,,,Physics and Astronomy ,,,,,
21100810489,Springer Tracts on Transportation and Traffic,21948119,21948127,Active,2020-2025; 2013-2017,,ENG,,,,,Book Series,,,,,,Springer International Publishing AG,Springer Nature,1408; 3322; 3313,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100321695,SpringerBriefs in Applied Sciences and Technology,2191530X,21915318,Active,2011-2025,,ENG,,,,,Book Series,,,,,,Springer Publishing Company,Springer Publishing Company,2200; 2102; 2500; 2600; 1500; 1305,Life Sciences,,Physical Sciences,,,,,"Biochemistry, Genetics and Molecular Biology ",,Chemical Engineering ,,,,,,Energy ,Engineering ,,,Materials Science ,Mathematics ,,,,,,,,,,
21100916886,SpringerBriefs in Applied Sciences and Technology: Nanoscience and Nanotechnology,21961670,21961689,Inactive,2019,,ENG,,,,,Book Series,,,,,,Springer Singapore,Springer Nature,2200; 2500,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,Materials Science ,,,,,,,,,,,
21100918291,SpringerBriefs in Applied Sciences and Technology: Nanotheranostics,21976740,21976759,Inactive,2019; 2015-2017,,ENG,,,,,Book Series,,,,,,Springer International Publishing,Springer Nature,2501; 2204; 2502,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,Materials Science ,,,,,,,,,,,
21101041994,SpringerBriefs in Archaeology,18616623,21924910,Active,2023-2024; 2020-2021; 2018; 2014-2016,,ENG,,,,,Book Series,,,,,,Springer International Publishing,Springer Nature,1202; 1204,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21100896650,SpringerBriefs in Architectural Design and Technology,2199580X,21995818,Active,2016-2025,,ENG,,,,,Book Series,,,,,,Springer Singapore,Springer Nature,1704; 2611; 2215; 2216,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,,Mathematics ,,,,,,,,,,
21100856557,SpringerBriefs in Computer Science,21915768,21915776,Active,2011-2025,,ENG,,,,,Book Series,,,,,,Springer International Publishing,Springer Nature,1700,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,,,,,
21101041889,SpringerBriefs in Ethics,22118101,2211811X,Active,2012-2025,,ENG,,,,,Book Series,,,,,,Springer International Publishing,Springer Nature,3301; 1211; 2701,,Social Sciences,,Health Sciences,,,Arts and Humanities ,,,,,,,,,,,,,,,Medicine ,,,,,,Social Sciences ,,,
21101039442,SpringerBriefs in History of Science and Technology,22114564,22114572,Active,2014-2025,,ENG,,,,,Book Series,,,,,,Springer Nature,Springer Nature,1207; 1211; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101041985,SpringerBriefs in Linguistics,21970009,21970017,Inactive,2019-2022; 2016-2017,,ENG,,,,,Book Series,,,,,,Springer International Publishing,Springer Nature,3310; 1203,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101083780,SpringerBriefs in Materials,21921091,21921105,Active,2012-2025,,ENG,,,,,Book Series,,,,,,Springer,Springer Nature,2506; 2201; 2502; 1601,,,Physical Sciences,,,,,,,,Chemistry ,,,,,,Engineering ,,,Materials Science ,,,,,,,,,,,
21100975549,SpringerBriefs in Mathematical Physics,21971757,21971765,Active,2025; 2019-2023,,ENG,,,,,Book Series,,,,,,Springer International Publishing AG,Springer Nature,3101; 2610,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,Physics and Astronomy ,,,,,
21101038660,SpringerBriefs in Mathematics,21918198,21918201,Active,2015-2025,,ENG,,,,,Book Series,,,,,,Springer Science and Business Media B.V.,Springer Nature,2600,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
21101038681,SpringerBriefs in Open and Distance Education,25094335,25094343,Inactive,2022; 2018-2019,,ENG,,,,,Book Series,,,,,,Springer Science and Business Media B.V.,Springer Nature,1706; 3304,,Social Sciences,Physical Sciences,,,,,,,,,Computer Science ,,,,,,,,,,,,,,,,Social Sciences ,,,
21101089982,SpringerBriefs in Petroleum Geoscience and Engineering,25093126,25093134,Active,2016-2024,,ENG,,,,,Book Series,,,,,,Springer Nature,Springer Nature,2201; 1909; 2103,,,Physical Sciences,,,,,,,,,,,Earth and Planetary Sciences ,,Energy ,Engineering ,,,,,,,,,,,,,,
21101041866,SpringerBriefs in Philosophy,22114548,22114556,Active,2011-2025,,ENG,,,,,Book Series,,,,,,Springer Science and Business Media B.V.,Springer Nature,1211,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101090016,SpringerBriefs in Probability and Mathematical Statistics,23654333,23654341,Active,2023; 2015-2021,,ENG,,,,,Book Series,,,,,,Springer Nature,Springer Nature,2613,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
21101078227,SpringerBriefs in Regional Science,21920427,21920435,Active,2025; 2023; 2019-2021; 2013-2016; 2011,,ENG,,,,,Book Series,,,,,,Springer Science and Business Media Deutschland GmbH,Springer Nature,2001; 2002; 3305,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
21101041996,SpringerBriefs in Religious Studies,25105035,25105043,Active,2024; 2017-2020; 2014-2015,,ENG,,,,,Book Series,,,,,,Springer International Publishing,Springer Nature,1211; 1212,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101037911,SpringerBriefs in Speech Technology,2191737X,21917388,Inactive,2022; 2011-2020,,ENG,,,,,Book Series,,,,,,Springer Science and Business Media Deutschland GmbH,Springer Nature,2208; 1706; 1709; 1710; 1711,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,,,,,,,,,,,,
21101132209,SpringerBriefs on Key Thinkers in Education,2211937X,22119388,Active,2013-2023,,ENG,,,,,Book Series,,,,,,Springer International Publishing,Springer Nature,3304; 1211,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101089491,Srednie Veka,01318780,,Active,2019-2024,,ENG; RUS,,,,,Journal,,,,,,Izdatel'stvo Nauka,Izdatel'stvo Nauka,1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
26553,Sri Lanka Journal of Social Sciences,02589710,,Active,2014-2025; 2012; 2010; 2008; 2006; 2004; 1993; 1980; 1978,,ENG,,Unpaywall Open Access,,,Journal,,,,,,National Science Foundation,National Science Foundation,3300,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101039805,Sriwijaya Law Review,25415298,25416464,Active,2017-2025,,ENG,,Unpaywall Open Access,,,Journal,,,,,,Sriwijaya University,Sriwijaya University,3308; 3301; 3312,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101134736,SSM - Mental Health,,26665603,Active,2021-2025,,ENG,,Unpaywall Open Access,Articles in Press,,Journal,,,,,,Elsevier Ltd,Elsevier,3201; 3301,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,Social Sciences ,,,
21100443787,SSM - Population Health,,23528273,Active,2015-2025,,ENG,,Unpaywall Open Access,Articles in Press,,Journal,,,,,,Elsevier Ltd,Elsevier,2719; 2739; 3306,,Social Sciences,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,Social Sciences ,,,
21101140103,SSM - Qualitative Research in Health,,26673215,Active,2021-2025,,ENG,,Unpaywall Open Access,Articles in Press,,Journal,,,,,,Elsevier Ltd,Elsevier,3301; 3306,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21101155954,SSRG International Journal of Civil Engineering,,23488352,Active,2023-2025,,ENG,,,,,Journal,,,,,,Seventh Sense Research Group,Seventh Sense Research Group,2205; 2201; 2216; 2215,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
21101124069,SSRG International Journal of Electrical and Electronics Engineering,,23488379,Active,2019-2025,,ENG,,,,,Journal,,,,,,Seventh Sense Research Group,Seventh Sense Research Group,2102; 2208,,,Physical Sciences,,,,,,,,,,,,,Energy ,Engineering ,,,,,,,,,,,,,,
21101150690,SSRG International Journal of Electronics and Communication Engineering,,23488549,Active,2023-2025,,ENG,,,,,Journal,,,,,,Seventh Sense Research Group,Seventh Sense Research Group,2208; 2207; 1705,,,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,,,,,,,,,,,,
21101169022,SSRG International Journal of Mechanical Engineering,,23488360,Active,2023-2025,,ENG,,,,,Journal,,,,,,Seventh Sense Research Group,Seventh Sense Research Group,2210,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
21101155960,St Andrews Studies in Reformation History,24684317,,Active,2025; 2016-2023,,ENG,,,,,Book Series,,,,,,Brill Academic Publishers,Brill,1213; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,,,,
21101037124,St Antony's Series,26335964,26335972,Active,2020-2025; 2016; 2008,,ENG,,,,,Book Series,,,,,,Palgrave Macmillan Ltd.,Springer Nature,3320; 3301; 1202,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
21100223169,St. Petersburg Mathematical Journal,10610022,15477371,Active,2003-2025,,ENG,,,,,Journal,,,,,,American Mathematical Society,American Mathematical Society,2604; 2602; 2603,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
21101041814,St. Petersburg State Polytechnical University Journal: Physics and Mathematics,23049782,26188686,Active,2019-2025,,ENG,,,,,Journal,,,,,,St. Petersburg Polytechnic University of Peter the Great,St. Petersburg Polytechnic University of Peter the Great,3109; 3107; 3104; 2610,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,Physics and Astronomy ,,,,,
21100423127,Stability,,21652627,Active,2022-2023; 2012-2020,,ENG,,Unpaywall Open Access,,,Journal,,,,,,"Department of Peace Studies and International Development, University of Bradford","Department of Peace Studies and International Development, University of Bradford",3308; 3320,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
